Collection ID,Fish ID,Freshwater Age,Ocean Age,Sex,Length,Weight,Scale Card Number,Scale Card Position,ASL Number
52516,1,,,M,,,,,
52516,2,,,M,,,,,
52516,3,,,M,,,,,
52516,4,,,M,,,,,
52516,5,,,M,,,,,
52516,6,,,M,,,,,
52516,7,,,M,,,,,
52516,8,,,M,,,,,
52516,9,,,M,,,,,
52516,10,,,M,,,,,
52516,11,,,M,,,,,
52516,12,,,M,,,,,
52516,13,,,M,,,,,
52516,14,,,M,,,,,
52516,15,,,M,,,,,
52516,16,,,M,,,,,
52516,17,,,M,,,,,
52516,18,,,M,,,,,
52516,19,,,M,,,,,
52516,20,,,M,,,,,
52516,21,,,M,,,,,
52516,22,,,M,,,,,
52516,23,,,M,,,,,
52516,24,,,M,,,,,
52516,25,,,M,,,,,
52516,26,,,M,,,,,
52516,27,,,M,,,,,
52516,28,,,M,,,,,
52516,29,,,M,,,,,
52516,30,,,M,,,,,
52516,31,,,M,,,,,
52516,32,,,M,,,,,
52516,33,,,M,,,,,
52516,34,,,M,,,,,
52516,35,,,M,,,,,
52516,36,,,M,,,,,
52516,37,,,M,,,,,
52516,38,,,M,,,,,
52516,39,,,M,,,,,
52516,40,,,M,,,,,
52516,41,,,M,,,,,
52516,42,,,M,,,,,
52516,43,,,M,,,,,
52516,44,,,M,,,,,
52516,45,,,M,,,,,
52516,46,,,M,,,,,
52516,47,,,M,,,,,
52516,48,,,M,,,,,
52516,49,,,M,,,,,
52516,50,,,M,,,,,
52516,51,,,M,,,,,
52516,52,,,M,,,,,
52516,53,,,M,,,,,
52516,54,,,M,,,,,
52516,55,,,M,,,,,
52516,56,,,M,,,,,
52516,57,,,M,,,,,
52516,58,,,M,,,,,
52516,59,,,M,,,,,
52516,60,,,M,,,,,
52516,61,,,M,,,,,
52516,62,,,M,,,,,
52516,63,,,U,,,,,
52516,64,,,M,,,,,
52516,65,,,M,,,,,
52516,66,,,M,,,,,
52516,67,,,M,,,,,
52516,68,,,M,,,,,
52516,69,,,M,,,,,
52516,70,,,M,,,,,
52516,71,,,M,,,,,
52516,72,,,M,,,,,
52516,73,,,M,,,,,
52516,74,,,M,,,,,
52516,75,,,F,,,,,
52516,76,,,F,,,,,
52516,77,,,F,,,,,
52516,78,,,F,,,,,
52516,79,,,F,,,,,
52516,80,,,F,,,,,
52516,81,,,F,,,,,
52516,82,,,F,,,,,
52516,83,,,F,,,,,
52516,84,,,F,,,,,
52516,85,,,F,,,,,
52516,86,,,F,,,,,
52516,87,,,F,,,,,
52516,88,,,F,,,,,
52516,89,,,U,,,,,
52516,90,,,U,,,,,
52516,91,,,U,,,,,
52516,92,,,U,,,,,
52516,93,,,U,,,,,
52516,94,,,F,,,,,
52516,95,,,F,,,,,
52516,96,,,F,,,,,
52516,97,,,F,,,,,
52516,98,,,F,,,,,
52516,99,,,F,,,,,
52516,100,,,F,,,,,
52516,101,,,F,,,,,
52516,102,,,F,,,,,
52516,103,,,F,,,,,
52516,104,,,F,,,,,
52516,105,,,F,,,,,
52516,106,,,F,,,,,
52516,107,,,F,,,,,
52516,108,,,F,,,,,
52516,109,,,F,,,,,
52516,110,,,F,,,,,
52516,111,,,F,,,,,
52516,112,,,F,,,,,
52516,113,,,F,,,,,
52516,114,,,F,,,,,
52516,115,,,F,,,,,
52516,116,,,F,,,,,
52516,117,,,F,,,,,
52516,118,,,F,,,,,
52516,119,,,F,,,,,
52516,120,,,F,,,,,
52516,121,,,F,,,,,
52516,122,,,F,,,,,
52516,123,,,F,,,,,
52516,124,,,F,,,,,
52516,125,,,F,,,,,
52516,126,,,F,,,,,
52516,127,,,F,,,,,
52516,128,,,F,,,,,
52516,129,,,F,,,,,
52516,130,,,F,,,,,
52516,131,,,F,,,,,
52516,132,,,F,,,,,
52516,133,,,F,,,,,
52516,134,,,F,,,,,
52516,135,,,F,,,,,
52516,136,,,F,,,,,
